hAPF,apoptosis,reintegrations,divisions,delaminations,cell number,pupa,geno
25.25,1,0,2,3,3059,p4,mud
25.33333333,3,0,1,0,3057,p4,mud
25.41666667,1,1,4,3,3061,p4,mud
25.5,5,1,1,2,3058,p4,mud
25.58333333,3,2,0,0,3057,p4,mud
25.66666667,0,0,1,0,3058,p4,mud
25.75,2,0,3,0,3059,p4,mud
25.83333333,0,1,1,1,3061,p4,mud
12,0,0,5,1,1052,p5,mud
12.08333333,0,1,6,0,1059,p5,mud
12.16666667,0,0,7,0,1066,p5,mud
12.25,0,0,5,2,1071,p5,mud
12.33333333,0,0,9,0,1080,p5,mud
12.41666667,0,1,7,0,1088,p5,mud
12.5,0,1,1,0,1090,p5,mud
12.58333333,0,2,4,2,1096,p5,mud
12.66666667,0,2,5,1,1103,p5,mud
12.75,0,1,0,0,1104,p5,mud
12.83333333,0,1,3,0,1108,p5,mud
12.91666667,0,1,3,1,1112,p5,mud
13,0,0,1,0,1113,p5,mud
13.08333333,0,1,6,0,1120,p5,mud
13.16666667,0,0,3,2,1123,p5,mud
13.25,0,1,3,0,1127,p5,mud
13.33333333,0,3,6,3,1136,p5,mud
13.41666667,0,0,12,1,1148,p5,mud
13.5,0,1,6,5,1155,p5,mud
13.58333333,0,1,7,0,1163,p5,mud
13.66666667,0,0,9,1,1172,p5,mud
13.75,1,4,5,1,1180,p5,mud
13.83333333,0,2,10,2,1192,p5,mud
13.91666667,0,3,13,2,1208,p5,mud
14,0,1,16,7,1225,p5,mud
14.08333333,0,1,12,2,1238,p5,mud
14.16666667,0,2,19,5,1259,p5,mud
14.25,2,3,14,4,1274,p5,mud
14.33333333,0,3,15,2,1292,p5,mud
14.41666667,0,2,16,1,1310,p5,mud
14.5,0,4,18,8,1332,p5,mud
14.58333333,0,3,20,11,1355,p5,mud
14.66666667,0,3,25,4,1383,p5,mud
14.75,0,2,18,4,1403,p5,mud
14.83333333,0,4,19,13,1426,p5,mud
14.91666667,0,5,18,1,1449,p5,mud
15,0,8,24,5,1481,p5,mud
15.08333333,0,5,11,6,1497,p5,mud
15.16666667,0,3,26,10,1526,p5,mud
15.25,0,3,28,6,1557,p5,mud
15.33333333,0,4,26,2,1587,p5,mud
15.41666667,0,3,15,5,1605,p5,mud
15.5,0,3,21,3,1629,p5,mud
15.58333333,0,4,15,1,1648,p5,mud
15.66666667,0,1,14,2,1663,p5,mud
15.75,0,2,21,4,1686,p5,mud
15.83333333,0,1,12,2,1699,p5,mud
15.91666667,0,2,16,8,1717,p5,mud
16,0,2,9,4,1728,p5,mud
16.08333333,0,0,10,1,1738,p5,mud
16.16666667,0,1,6,2,1745,p5,mud
16.25,0,1,7,4,1753,p5,mud
16.33333333,0,2,13,5,1768,p5,mud
16.41666667,1,1,4,1,1772,p5,mud
16.5,0,2,9,2,1783,p5,mud
16.58333333,0,1,8,5,1792,p5,mud
16.66666667,0,3,2,2,1797,p5,mud
16.75,0,1,10,2,1808,p5,mud
16.83333333,0,1,2,2,1811,p5,mud
16.91666667,0,0,5,4,1816,p5,mud
17,0,0,4,0,1820,p5,mud
17.08333333,0,0,4,1,1824,p5,mud
17.16666667,0,0,7,2,1831,p5,mud
17.25,2,1,7,4,1837,p5,mud
17.33333333,0,0,6,0,1843,p5,mud
17.41666667,1,1,4,5,1847,p5,mud
17.5,0,1,3,2,1851,p5,mud
17.58333333,0,1,6,7,1858,p5,mud
17.66666667,0,2,5,3,1865,p5,mud
17.75,0,3,5,1,1873,p5,mud
17.83333333,0,3,5,3,1881,p5,mud
17.91666667,0,2,5,3,1888,p5,mud
18,0,5,2,3,1895,p5,mud
18.08333333,1,0,6,5,1900,p5,mud
18.16666667,0,0,9,7,1909,p5,mud
18.25,0,0,2,2,1911,p5,mud
18.33333333,0,2,2,5,1915,p5,mud
18.41666667,0,1,5,1,1921,p5,mud
18.5,0,1,4,1,1926,p5,mud
18.58333333,0,0,8,4,1934,p5,mud
18.66666667,0,4,12,2,1950,p5,mud
18.75,1,0,9,5,1958,p5,mud
18.83333333,2,1,10,7,1967,p5,mud
18.91666667,2,2,5,3,1972,p5,mud
19,0,2,2,2,1976,p5,mud
19.08333333,2,3,10,8,1987,p5,mud
19.16666667,0,4,10,6,2001,p5,mud
19.25,0,1,4,6,2006,p5,mud
19.33333333,0,1,11,4,2018,p5,mud
19.41666667,1,2,7,6,2026,p5,mud
19.5,2,3,8,10,2035,p5,mud
19.58333333,3,2,15,5,2049,p5,mud
19.66666667,0,2,6,3,2057,p5,mud
19.75,1,3,10,3,2069,p5,mud
19.83333333,0,5,15,5,2089,p5,mud
19.91666667,1,2,5,8,2095,p5,mud
20,0,4,7,9,2106,p5,mud
20.08333333,0,3,10,9,2119,p5,mud
20.16666667,0,3,6,5,2128,p5,mud
20.25,0,2,10,4,2140,p5,mud
20.33333333,0,1,11,7,2152,p5,mud
20.41666667,0,5,13,6,2170,p5,mud
20.5,1,5,10,4,2184,p5,mud
20.58333333,0,3,7,5,2194,p5,mud
20.66666667,0,5,8,8,2207,p5,mud
20.75,1,3,15,8,2224,p5,mud
20.83333333,1,2,13,7,2238,p5,mud
20.91666667,0,2,11,14,2251,p5,mud
21,1,4,9,9,2263,p5,mud
21.08333333,0,5,15,2,2283,p5,mud
21.16666667,0,4,14,7,2301,p5,mud
21.25,2,3,16,8,2318,p5,mud
21.33333333,0,4,10,6,2332,p5,mud
21.41666667,2,3,13,3,2346,p5,mud
21.5,0,2,14,7,2362,p5,mud
21.58333333,0,1,10,8,2373,p5,mud
21.66666667,0,5,9,11,2387,p5,mud
21.75,0,4,14,7,2405,p5,mud
21.83333333,0,1,16,8,2422,p5,mud
21.91666667,0,2,13,9,2437,p5,mud
22,0,3,9,8,2449,p5,mud
22.08333333,1,5,16,8,2469,p5,mud
22.16666667,0,3,10,7,2482,p5,mud
22.25,0,1,4,8,2487,p5,mud
22.33333333,0,6,13,7,2506,p5,mud
22.41666667,0,6,10,6,2522,p5,mud
22.5,0,2,11,11,2535,p5,mud
22.58333333,1,3,10,10,2547,p5,mud
22.66666667,0,2,11,13,2560,p5,mud
22.75,2,1,9,5,2568,p5,mud
22.83333333,0,3,8,9,2579,p5,mud
22.91666667,0,0,4,9,2583,p5,mud
23,0,1,6,6,2590,p5,mud
23.08333333,1,2,7,7,2598,p5,mud
23.16666667,0,3,7,5,2608,p5,mud
23.25,0,3,11,9,2622,p5,mud
23.33333333,2,1,8,4,2629,p5,mud
23.41666667,3,0,10,6,2636,p5,mud
23.5,1,2,9,4,2646,p5,mud
23.58333333,3,3,10,7,2656,p5,mud
23.66666667,1,2,8,7,2665,p5,mud
23.75,0,2,12,7,2679,p5,mud
23.83333333,1,2,8,6,2688,p5,mud
23.91666667,1,3,6,7,2696,p5,mud
24,3,0,15,5,2708,p5,mud
24.08333333,0,2,7,7,2717,p5,mud
24.16666667,0,3,12,8,2732,p5,mud
24.25,1,0,7,1,2738,p5,mud
24.33333333,1,0,13,3,2750,p5,mud
24.41666667,1,0,9,2,2758,p5,mud
24.5,1,2,5,10,2764,p5,mud
24.58333333,0,3,7,7,2774,p5,mud
24.66666667,3,1,6,3,2778,p5,mud
24.75,5,1,8,5,2782,p5,mud
24.83333333,1,1,9,7,2791,p5,mud
24.91666667,2,1,9,3,2799,p5,mud
25,3,1,12,2,2809,p5,mud
25.08333333,1,1,5,6,2814,p5,mud
25.16666667,2,1,4,3,2817,p5,mud
25.25,1,4,2,4,2822,p5,mud
25.33333333,3,0,9,6,2828,p5,mud
25.41666667,5,1,5,3,2829,p5,mud
25.5,1,1,8,8,2837,p5,mud
25.58333333,2,0,6,3,2841,p5,mud
25.66666667,0,3,11,2,2855,p5,mud
25.75,0,0,8,6,2863,p5,mud
25.83333333,2,1,5,4,2867,p5,mud
12,0,1,4,0,907,p6,mud
12.08333333,0,0,5,1,912,p6,mud
12.16666667,0,0,4,0,916,p6,mud
12.25,0,0,5,1,921,p6,mud
12.33333333,0,0,4,1,925,p6,mud
12.41666667,0,0,7,1,932,p6,mud
12.5,0,0,4,1,936,p6,mud
12.58333333,0,0,0,0,936,p6,mud
12.66666667,0,0,9,0,945,p6,mud
12.75,0,3,4,1,952,p6,mud
12.83333333,0,0,4,1,956,p6,mud
12.91666667,0,3,2,0,961,p6,mud
13,0,0,4,1,965,p6,mud
13.08333333,0,0,2,1,967,p6,mud
13.16666667,0,0,7,0,974,p6,mud
13.25,0,0,5,0,979,p6,mud
13.33333333,0,0,7,1,986,p6,mud
13.41666667,0,1,5,1,992,p6,mud
13.5,0,0,5,2,997,p6,mud
13.58333333,0,1,11,3,1009,p6,mud
13.66666667,0,0,13,1,1022,p6,mud
13.75,1,0,8,2,1029,p6,mud
13.83333333,0,3,12,0,1044,p6,mud
13.91666667,0,1,9,2,1054,p6,mud
14,0,2,16,5,1072,p6,mud
14.08333333,0,1,15,3,1088,p6,mud
14.16666667,0,1,18,1,1107,p6,mud
14.25,2,3,22,6,1130,p6,mud
14.33333333,1,2,23,1,1154,p6,mud
14.41666667,0,3,27,3,1184,p6,mud
14.5,0,3,26,4,1213,p6,mud
14.58333333,0,5,25,6,1243,p6,mud
14.66666667,0,0,21,1,1264,p6,mud
14.75,0,4,22,4,1290,p6,mud
14.83333333,0,1,21,6,1312,p6,mud
14.91666667,0,0,25,2,1337,p6,mud
15,0,2,22,6,1361,p6,mud
15.08333333,0,1,15,1,1377,p6,mud
15.16666667,0,3,21,5,1401,p6,mud
15.25,0,1,18,2,1420,p6,mud
15.33333333,0,1,19,3,1440,p6,mud
15.41666667,0,2,17,1,1459,p6,mud
15.5,0,0,18,2,1477,p6,mud
15.58333333,0,1,12,5,1490,p6,mud
15.66666667,0,0,10,2,1500,p6,mud
15.75,0,1,10,2,1511,p6,mud
15.83333333,0,0,11,1,1522,p6,mud
15.91666667,0,1,6,0,1529,p6,mud
16,0,2,7,0,1538,p6,mud
16.08333333,0,1,8,4,1547,p6,mud
16.16666667,0,0,8,4,1555,p6,mud
16.25,0,1,10,2,1566,p6,mud
16.33333333,1,0,6,2,1571,p6,mud
16.41666667,0,0,4,1,1575,p6,mud
16.5,0,1,4,1,1580,p6,mud
16.58333333,0,2,9,2,1591,p6,mud
16.66666667,0,0,9,2,1600,p6,mud
16.75,0,3,3,1,1606,p6,mud
16.83333333,0,1,5,2,1612,p6,mud
16.91666667,0,0,4,2,1616,p6,mud
17,0,1,2,2,1619,p6,mud
17.08333333,0,0,3,1,1622,p6,mud
17.16666667,0,0,3,3,1625,p6,mud
17.25,1,0,3,1,1627,p6,mud
17.33333333,0,0,3,0,1630,p6,mud
17.41666667,0,0,5,1,1635,p6,mud
17.5,0,0,4,2,1639,p6,mud
17.58333333,0,0,2,5,1641,p6,mud
17.66666667,0,1,3,1,1645,p6,mud
17.75,0,0,2,0,1647,p6,mud
17.83333333,0,0,5,0,1652,p6,mud
17.91666667,0,0,5,0,1657,p6,mud
18,0,0,5,3,1662,p6,mud
18.08333333,1,1,7,4,1669,p6,mud
18.16666667,0,2,9,1,1680,p6,mud
18.25,0,1,4,3,1685,p6,mud
18.33333333,0,0,4,0,1689,p6,mud
18.41666667,0,1,4,2,1694,p6,mud
18.5,0,1,3,8,1698,p6,mud
18.58333333,0,0,3,5,1701,p6,mud
18.66666667,0,1,2,5,1704,p6,mud
18.75,0,1,9,4,1714,p6,mud
18.83333333,1,1,10,7,1724,p6,mud
18.91666667,0,2,8,6,1734,p6,mud
19,0,3,9,3,1746,p6,mud
19.08333333,3,5,9,5,1757,p6,mud
19.16666667,0,0,11,4,1768,p6,mud
19.25,0,1,9,4,1778,p6,mud
19.33333333,2,2,9,6,1787,p6,mud
19.41666667,1,4,10,6,1800,p6,mud
19.5,1,4,16,4,1819,p6,mud
19.58333333,3,2,14,5,1832,p6,mud
19.66666667,0,7,9,8,1848,p6,mud
19.75,0,0,17,6,1865,p6,mud
19.83333333,0,5,16,7,1886,p6,mud
19.91666667,1,1,13,10,1899,p6,mud
20,0,1,15,8,1915,p6,mud
20.08333333,0,2,11,14,1928,p6,mud
20.16666667,0,7,13,4,1948,p6,mud
20.25,0,4,10,5,1962,p6,mud
20.33333333,0,4,10,9,1976,p6,mud
20.41666667,0,1,9,4,1986,p6,mud
20.5,1,1,11,8,1997,p6,mud
20.58333333,0,2,12,6,2011,p6,mud
20.66666667,0,5,13,8,2029,p6,mud
20.75,1,1,7,10,2036,p6,mud
20.83333333,1,2,13,6,2050,p6,mud
20.91666667,0,2,10,12,2062,p6,mud
21,0,1,5,8,2068,p6,mud
21.08333333,0,0,12,6,2080,p6,mud
21.16666667,0,3,14,5,2097,p6,mud
21.25,2,2,7,7,2104,p6,mud
21.33333333,1,1,14,5,2118,p6,mud
21.41666667,1,5,24,7,2146,p6,mud
21.5,0,0,9,2,2155,p6,mud
21.58333333,0,2,8,7,2165,p6,mud
21.66666667,0,1,7,8,2173,p6,mud
21.75,0,2,15,9,2190,p6,mud
21.83333333,0,4,9,4,2203,p6,mud
21.91666667,0,4,11,5,2218,p6,mud
22,0,3,5,11,2226,p6,mud
22.08333333,0,1,13,11,2240,p6,mud
22.16666667,0,3,11,8,2254,p6,mud
22.25,0,1,8,4,2263,p6,mud
22.33333333,2,3,5,5,2269,p6,mud
22.41666667,1,1,8,6,2277,p6,mud
22.5,0,2,7,4,2286,p6,mud
22.58333333,0,3,8,4,2297,p6,mud
22.66666667,0,0,8,4,2305,p6,mud
22.75,2,1,10,11,2314,p6,mud
22.83333333,0,4,10,5,2328,p6,mud
22.91666667,2,1,8,4,2335,p6,mud
23,0,2,6,5,2343,p6,mud
23.08333333,0,1,6,12,2350,p6,mud
23.16666667,0,1,7,6,2358,p6,mud
23.25,1,0,8,3,2365,p6,mud
23.33333333,3,1,6,4,2369,p6,mud
23.41666667,1,1,10,10,2379,p6,mud
23.5,3,5,9,6,2390,p6,mud
23.58333333,1,2,3,4,2394,p6,mud
23.66666667,0,3,9,4,2406,p6,mud
23.75,0,3,10,6,2419,p6,mud
23.83333333,0,1,6,2,2426,p6,mud
23.91666667,0,0,3,6,2429,p6,mud
24,0,1,3,5,2433,p6,mud
24.08333333,2,2,4,4,2437,p6,mud
24.16666667,0,0,6,6,2443,p6,mud
24.25,1,2,6,1,2450,p6,mud
24.33333333,1,1,8,2,2458,p6,mud
24.41666667,0,2,4,5,2464,p6,mud
24.5,0,1,1,2,2466,p6,mud
24.58333333,0,0,7,3,2473,p6,mud
24.66666667,0,3,4,3,2480,p6,mud
24.75,1,0,4,1,2483,p6,mud
24.83333333,1,0,9,2,2491,p6,mud
24.91666667,5,0,6,6,2492,p6,mud
25,3,0,8,0,2497,p6,mud
25.08333333,0,2,2,5,2501,p6,mud
25.16666667,2,1,2,1,2502,p6,mud
25.25,0,1,3,5,2506,p6,mud
25.33333333,1,2,5,5,2512,p6,mud
25.41666667,3,0,5,4,2514,p6,mud
25.5,0,1,4,2,2519,p6,mud
25.58333333,2,1,6,1,2524,p6,mud
25.66666667,1,0,3,2,2526,p6,mud
25.75,2,1,2,1,2527,p6,mud
25.83333333,0,0,2,1,2529,p6,mud
12,0,0,4,0,857,p7,Sas4
12.08333333,0,0,3,0,860,p7,Sas4
12.16666667,0,0,2,0,862,p7,Sas4
12.25,0,0,4,0,866,p7,Sas4
12.33333333,0,1,0,0,867,p7,Sas4
12.41666667,0,0,2,0,869,p7,Sas4
12.5,0,0,2,0,871,p7,Sas4
12.58333333,1,0,0,1,870,p7,Sas4
12.66666667,0,0,1,0,871,p7,Sas4
12.75,0,0,3,0,874,p7,Sas4
12.83333333,0,0,1,0,875,p7,Sas4
12.91666667,0,0,2,0,877,p7,Sas4
13,0,0,3,0,880,p7,Sas4
13.08333333,0,0,3,0,883,p7,Sas4
13.16666667,0,0,2,0,885,p7,Sas4
13.25,0,0,6,1,891,p7,Sas4
13.33333333,0,1,3,0,895,p7,Sas4
13.41666667,0,0,1,0,896,p7,Sas4
13.5,0,0,1,0,897,p7,Sas4
13.58333333,0,0,5,1,902,p7,Sas4
13.66666667,1,1,4,1,906,p7,Sas4
13.75,0,1,8,0,915,p7,Sas4
13.83333333,0,0,8,0,923,p7,Sas4
13.91666667,0,0,4,0,927,p7,Sas4
14,0,0,8,0,935,p7,Sas4
14.08333333,0,1,9,1,945,p7,Sas4
14.16666667,0,0,11,0,956,p7,Sas4
14.25,1,1,20,1,976,p7,Sas4
14.33333333,0,1,10,0,987,p7,Sas4
14.41666667,0,1,19,0,1007,p7,Sas4
14.5,0,1,22,4,1030,p7,Sas4
14.58333333,0,0,16,4,1046,p7,Sas4
14.66666667,0,7,25,5,1078,p7,Sas4
14.75,0,1,23,4,1102,p7,Sas4
14.83333333,0,2,15,6,1119,p7,Sas4
14.91666667,0,2,21,4,1142,p7,Sas4
15,1,1,22,1,1164,p7,Sas4
15.08333333,0,2,17,1,1183,p7,Sas4
15.16666667,0,4,10,0,1197,p7,Sas4
15.25,0,2,21,5,1220,p7,Sas4
15.33333333,0,0,14,4,1234,p7,Sas4
15.41666667,0,1,20,2,1255,p7,Sas4
15.5,0,1,18,1,1274,p7,Sas4
15.58333333,0,1,12,2,1287,p7,Sas4
15.66666667,0,3,12,6,1302,p7,Sas4
15.75,0,4,9,2,1315,p7,Sas4
15.83333333,0,2,13,0,1330,p7,Sas4
15.91666667,0,0,15,0,1345,p7,Sas4
16,0,0,9,2,1354,p7,Sas4
16.08333333,1,0,18,3,1371,p7,Sas4
16.16666667,0,1,10,3,1382,p7,Sas4
16.25,1,0,8,0,1389,p7,Sas4
16.33333333,0,0,6,2,1395,p7,Sas4
16.41666667,0,1,6,2,1402,p7,Sas4
16.5,0,1,9,2,1412,p7,Sas4
16.58333333,0,0,5,2,1417,p7,Sas4
16.66666667,0,1,4,0,1422,p7,Sas4
16.75,0,0,4,0,1426,p7,Sas4
16.83333333,0,0,6,2,1432,p7,Sas4
16.91666667,0,1,3,0,1436,p7,Sas4
17,2,0,14,0,1448,p7,Sas4
17.08333333,0,2,8,3,1458,p7,Sas4
17.16666667,2,0,5,0,1461,p7,Sas4
17.25,0,0,6,3,1467,p7,Sas4
17.33333333,0,0,11,2,1478,p7,Sas4
17.41666667,0,2,7,3,1487,p7,Sas4
17.5,3,1,4,2,1489,p7,Sas4
17.58333333,0,1,3,1,1493,p7,Sas4
17.66666667,1,3,7,0,1502,p7,Sas4
17.75,1,0,6,1,1507,p7,Sas4
17.83333333,1,1,6,1,1513,p7,Sas4
17.91666667,1,2,8,4,1522,p7,Sas4
18,1,1,4,4,1526,p7,Sas4
18.08333333,0,0,8,0,1534,p7,Sas4
18.16666667,0,2,5,1,1541,p7,Sas4
18.25,0,0,3,2,1544,p7,Sas4
18.33333333,0,0,6,9,1550,p7,Sas4
18.41666667,2,0,6,2,1554,p7,Sas4
18.5,0,0,6,1,1560,p7,Sas4
18.58333333,1,2,4,2,1565,p7,Sas4
18.66666667,1,2,6,5,1572,p7,Sas4
18.75,1,2,6,4,1579,p7,Sas4
18.83333333,2,2,8,1,1587,p7,Sas4
18.91666667,0,0,6,1,1593,p7,Sas4
19,2,2,4,0,1597,p7,Sas4
19.08333333,0,0,8,4,1605,p7,Sas4
19.16666667,0,0,6,3,1611,p7,Sas4
19.25,0,0,8,5,1619,p7,Sas4
19.33333333,0,3,7,3,1629,p7,Sas4
19.41666667,2,1,14,6,1642,p7,Sas4
19.5,0,1,8,4,1651,p7,Sas4
19.58333333,0,3,11,4,1665,p7,Sas4
19.66666667,1,0,7,5,1671,p7,Sas4
19.75,0,0,5,7,1676,p7,Sas4
19.83333333,0,2,10,6,1688,p7,Sas4
19.91666667,1,0,15,8,1702,p7,Sas4
20,0,3,18,1,1723,p7,Sas4
20.08333333,0,1,9,4,1733,p7,Sas4
20.16666667,0,0,8,3,1741,p7,Sas4
20.25,0,4,12,7,1757,p7,Sas4
20.33333333,0,4,11,4,1772,p7,Sas4
20.41666667,0,0,13,6,1785,p7,Sas4
20.5,0,4,8,8,1797,p7,Sas4
20.58333333,0,2,6,8,1805,p7,Sas4
20.66666667,1,1,13,4,1818,p7,Sas4
20.75,2,3,13,5,1832,p7,Sas4
20.83333333,0,3,12,2,1847,p7,Sas4
20.91666667,2,1,14,8,1860,p7,Sas4
21,1,0,9,4,1868,p7,Sas4
21.08333333,0,4,13,11,1885,p7,Sas4
21.16666667,1,3,15,6,1902,p7,Sas4
21.25,0,2,16,5,1920,p7,Sas4
21.33333333,0,0,11,9,1931,p7,Sas4
21.41666667,0,4,10,12,1945,p7,Sas4
21.5,0,1,10,3,1956,p7,Sas4
21.58333333,0,1,9,7,1966,p7,Sas4
21.66666667,1,2,11,7,1978,p7,Sas4
21.75,1,0,13,5,1990,p7,Sas4
21.83333333,0,3,11,4,2004,p7,Sas4
21.91666667,0,1,10,5,2015,p7,Sas4
22,2,3,4,3,2020,p7,Sas4
22.08333333,0,0,10,9,2030,p7,Sas4
22.16666667,0,3,6,5,2039,p7,Sas4
22.25,0,2,7,4,2048,p7,Sas4
22.33333333,0,2,6,4,2056,p7,Sas4
22.41666667,0,1,11,8,2068,p7,Sas4
22.5,0,2,8,8,2078,p7,Sas4
22.58333333,1,2,8,4,2087,p7,Sas4
22.66666667,0,3,7,6,2097,p7,Sas4
22.75,0,1,5,4,2103,p7,Sas4
22.83333333,1,0,10,2,2112,p7,Sas4
22.91666667,1,2,8,1,2121,p7,Sas4
23,0,1,11,5,2133,p7,Sas4
23.08333333,0,1,11,3,2145,p7,Sas4
23.16666667,2,2,10,0,2155,p7,Sas4
23.25,0,1,8,7,2164,p7,Sas4
23.33333333,0,1,12,2,2177,p7,Sas4
23.41666667,0,1,5,4,2183,p7,Sas4
23.5,0,1,10,3,2194,p7,Sas4
23.58333333,0,1,7,3,2202,p7,Sas4
23.66666667,0,0,9,4,2211,p7,Sas4
23.75,1,2,7,6,2219,p7,Sas4
23.83333333,0,1,7,4,2227,p7,Sas4
23.91666667,1,2,8,5,2236,p7,Sas4
24,3,0,5,9,2238,p7,Sas4
24.08333333,0,1,3,3,2242,p7,Sas4
24.16666667,0,0,2,3,2244,p7,Sas4
24.25,3,1,5,4,2247,p7,Sas4
24.33333333,0,0,9,6,2256,p7,Sas4
24.41666667,2,0,5,10,2259,p7,Sas4
24.5,0,1,9,4,2269,p7,Sas4
24.58333333,2,0,4,4,2271,p7,Sas4
24.66666667,0,2,8,7,2281,p7,Sas4
24.75,0,2,5,2,2288,p7,Sas4
24.83333333,1,1,10,6,2298,p7,Sas4
24.91666667,1,0,2,2,2299,p7,Sas4
25,1,1,3,2,2302,p7,Sas4
25.08333333,1,3,6,6,2310,p7,Sas4
25.16666667,1,0,3,4,2312,p7,Sas4
25.25,3,1,4,3,2314,p7,Sas4
25.33333333,3,0,4,3,2315,p7,Sas4
25.41666667,0,0,8,1,2323,p7,Sas4
25.5,1,0,3,7,2325,p7,Sas4
25.58333333,1,0,7,3,2331,p7,Sas4
25.66666667,1,0,7,4,2337,p7,Sas4
25.75,0,0,4,3,2341,p7,Sas4
25.83333333,1,0,5,3,2345,p7,Sas4
12,0,0,1,0,894,p8,Sas4
12.08333333,0,0,1,0,895,p8,Sas4
12.16666667,0,0,4,0,899,p8,Sas4
12.25,0,0,5,0,904,p8,Sas4
12.33333333,0,0,6,0,910,p8,Sas4
12.41666667,0,0,8,0,918,p8,Sas4
12.5,0,0,7,0,925,p8,Sas4
12.58333333,0,0,6,0,931,p8,Sas4
12.66666667,0,0,6,1,937,p8,Sas4
12.75,0,1,2,1,940,p8,Sas4
12.83333333,0,0,7,1,947,p8,Sas4
12.91666667,0,0,4,0,951,p8,Sas4
13,0,1,7,0,959,p8,Sas4
13.08333333,0,0,5,0,964,p8,Sas4
13.16666667,0,1,7,2,972,p8,Sas4
13.25,0,0,6,0,978,p8,Sas4
13.33333333,0,2,9,0,989,p8,Sas4
13.41666667,0,1,7,0,997,p8,Sas4
13.5,0,0,8,1,1005,p8,Sas4
13.58333333,0,2,10,0,1017,p8,Sas4
13.66666667,0,0,10,0,1027,p8,Sas4
13.75,0,0,11,0,1038,p8,Sas4
13.83333333,0,1,9,2,1048,p8,Sas4
13.91666667,0,1,15,0,1064,p8,Sas4
14,0,0,13,1,1077,p8,Sas4
14.08333333,0,1,10,1,1088,p8,Sas4
14.16666667,0,1,20,1,1109,p8,Sas4
14.25,0,2,19,4,1130,p8,Sas4
14.33333333,0,7,16,0,1153,p8,Sas4
14.41666667,0,2,14,2,1169,p8,Sas4
14.5,0,2,19,3,1190,p8,Sas4
14.58333333,0,1,15,5,1206,p8,Sas4
14.66666667,0,1,13,3,1220,p8,Sas4
14.75,0,2,13,1,1235,p8,Sas4
14.83333333,0,4,16,1,1255,p8,Sas4
14.91666667,0,5,16,9,1276,p8,Sas4
15,0,5,21,3,1302,p8,Sas4
15.08333333,0,4,15,9,1321,p8,Sas4
15.16666667,0,4,16,5,1341,p8,Sas4
15.25,0,3,12,4,1356,p8,Sas4
15.33333333,0,3,17,3,1376,p8,Sas4
15.41666667,0,1,14,2,1391,p8,Sas4
15.5,0,3,11,1,1405,p8,Sas4
15.58333333,0,3,15,4,1423,p8,Sas4
15.66666667,0,3,6,2,1432,p8,Sas4
15.75,0,2,10,4,1444,p8,Sas4
15.83333333,0,3,5,6,1452,p8,Sas4
15.91666667,0,3,8,3,1463,p8,Sas4
16,0,1,5,3,1469,p8,Sas4
16.08333333,1,3,7,2,1478,p8,Sas4
16.16666667,0,8,9,4,1495,p8,Sas4
16.25,0,4,3,4,1502,p8,Sas4
16.33333333,0,5,5,4,1512,p8,Sas4
16.41666667,0,0,6,5,1518,p8,Sas4
16.5,0,1,3,2,1522,p8,Sas4
16.58333333,0,4,7,4,1533,p8,Sas4
16.66666667,0,1,5,2,1539,p8,Sas4
16.75,0,2,3,3,1544,p8,Sas4
16.83333333,0,3,9,3,1556,p8,Sas4
16.91666667,0,2,4,1,1562,p8,Sas4
17,0,1,5,2,1568,p8,Sas4
17.08333333,0,2,7,2,1577,p8,Sas4
17.16666667,0,3,12,2,1592,p8,Sas4
17.25,0,1,6,3,1599,p8,Sas4
17.33333333,0,2,3,2,1604,p8,Sas4
17.41666667,0,2,3,5,1609,p8,Sas4
17.5,0,1,8,6,1618,p8,Sas4
17.58333333,0,3,6,4,1627,p8,Sas4
17.66666667,0,2,3,4,1632,p8,Sas4
17.75,1,0,3,6,1634,p8,Sas4
17.83333333,0,2,8,6,1644,p8,Sas4
17.91666667,0,1,7,7,1652,p8,Sas4
18,0,2,7,4,1661,p8,Sas4
18.08333333,0,4,10,3,1675,p8,Sas4
18.16666667,0,3,5,3,1683,p8,Sas4
18.25,0,2,10,8,1695,p8,Sas4
18.33333333,0,4,14,6,1713,p8,Sas4
18.41666667,2,2,4,6,1717,p8,Sas4
18.5,0,2,13,7,1732,p8,Sas4
18.58333333,0,5,12,6,1749,p8,Sas4
18.66666667,0,7,7,10,1763,p8,Sas4
18.75,0,5,10,7,1778,p8,Sas4
18.83333333,0,6,8,5,1792,p8,Sas4
18.91666667,0,3,10,6,1805,p8,Sas4
19,0,4,16,8,1825,p8,Sas4
19.08333333,0,4,8,10,1837,p8,Sas4
19.16666667,1,3,15,5,1854,p8,Sas4
19.25,2,3,9,16,1864,p8,Sas4
19.33333333,1,7,13,8,1883,p8,Sas4
19.41666667,0,4,15,5,1902,p8,Sas4
19.5,0,6,15,7,1923,p8,Sas4
19.58333333,0,1,5,6,1929,p8,Sas4
19.66666667,0,2,8,12,1939,p8,Sas4
19.75,1,0,8,4,1946,p8,Sas4
19.83333333,1,2,13,10,1960,p8,Sas4
19.91666667,0,5,16,6,1981,p8,Sas4
20,0,6,18,6,2005,p8,Sas4
20.08333333,0,4,8,10,2017,p8,Sas4
20.16666667,0,4,12,13,2033,p8,Sas4
20.25,1,1,19,6,2052,p8,Sas4
